ad_deal_type,url,creationDate,author_type,isApartments,probably_fraud,parsed_address,lat,lng,floorNumber,roomsCount,loggiasCount,balconiesCount,totalArea,livingArea,kitchenArea,decoration,hasFurniture,buildYear,floorsCount,materialType,passengerLiftsCount,cargoLiftsCount,demolishedInMoscowProgramm,priceTotal,currency,sale_terms,bargainAllowed,mortgageAllowed,utilities_price,utilities_in_price,utilities_flow_not_in_price,agent_reward_currency,agent_reward_payment_type,agent_reward_price,agentFee,deposit,title,description,isAuction,cian_price_range,photo_url_list,search_alias,search_page_load_dttm,offer_page_load_dttm,isFromDeveloper,isFromBuilder,isFromSeller,isFromLeadFactory,parking,ceilingHeight,cranageTypes,houseMaterialType,entrances,flatCount,isEmergency,houseHeatSupplyType,houseOverhaulFundType,houseGasSupplyType,houseOverlapType,seriesName,lifts,editDate,externalOfferUrl,isIllegalConstruction,isCianPartner,repairType,windowsViewType,isPenthouse,flatType,isInHiddenBase,isObjectHidden,isClosedVisibility,videos,object_guid,wc_type,elevator_descr,today_views,total_views,price_history,seo_media_title_full,seo_media_title_short,seo_main_title,seo_descr,sidebar_info,ad_is_closed
long_rent,https://www.cian.ru/rent/flat/313871255/,2025-02-18T18:07:48.74,specialist,,False,"Россия, Москва город, шоссе Хорошёвское, дом 25А, корпус 2",55.775307,37.527238,5,2,1.0,,40.0,,8,,True,2020,24,monolithBrick,,,False,115000,rur,,,,0.0,True,True,,,,0.0,115000.0,,"Объявление снято с публикации, поищите ещё что-нибудь",False,,"['https://images.cdn-cian.ru/images/2408721338-1.jpg', 'https://images.cdn-cian.ru/images/2408721350-1.jpg', 'https://images.cdn-cian.ru/images/2408721357-1.jpg', 'https://images.cdn-cian.ru/images/2408721366-1.jpg', 'https://images.cdn-cian.ru/images/2408721372-1.jpg', 'https://images.cdn-cian.ru/images/2408721377-1.jpg', 'https://images.cdn-cian.ru/images/2408721394-1.jpg', 'https://images.cdn-cian.ru/images/2408721404-1.jpg', 'https://images.cdn-cian.ru/images/2408721414-1.jpg', 'https://images.cdn-cian.ru/images/2408721421-1.jpg', 'https://images.cdn-cian.ru/images/2408721430-1.jpg', 'https://images.cdn-cian.ru/images/2408721440-1.jpg', 'https://images.cdn-cian.ru/images/2408721443-1.jpg', 'https://images.cdn-cian.ru/images/2408721450-1.jpg']",district%5B25%5D=38,2025-03-02 13:00,2025-03-24 00:21,False,False,False,False,{'type': 'underground'},,[],none,7,695,False,itp,regionalOp,without,concrete,Индивидуальный проект,14,2025-03-12T06:42:58.588882+00:00,,False,False,design,,,rooms,False,,,[],aec5fa4c-d0f0-4004-be45-4f1ca53c0d43,1 совмещенный,,0,1351,"[('2025-03-04T07:14:55.638420+00:00', 107000), ('2025-02-25T15:57:46.118965+00:00', 115000), ('2025-02-25T15:27:10.458735+00:00', 120000), ('2025-02-21T16:02:57.252236+00:00', 125000), ('2025-02-18T15:07:49.315404+00:00', 126000)]","Сдаётся, 2-комнатная квартира, за 107 000 ₽/мес., 40.0 м², этаж 5/24","Сдаётся, 2-комн. кв., за 107 000 ₽/мес.","Сдам двухкомнатную квартиру 40.0м² Хорошевское ш., 25Ак2, Москва м. Полежаевская - база ЦИАН, объявление 313871255","➜ Арендуйте двухкомнатную квартиру площадью 40.0м² Хорошевское ш., 25Ак2, Москва м. Полежаевская. Цена аренды - 107 000 руб. в месяц. Недвижимость на ЦИАН - объявление 313871255","[{'title': 'Оплата ЖКХ', 'value': 'включена (без счётчиков)'}, {'title': 'Залог', 'value': '107 000 ₽'}, {'title': 'Комиссия', 'value': '50%'}, {'title': 'Предоплаты', 'value': 'нет'}, {'title': 'Срок аренды', 'value': 'от года'}, {'title': 'Условия проживания', 'value': 'можно с животными'}]",True
