ad_deal_type,url,creationDate,author_type,isApartments,probably_fraud,parsed_address,lat,lng,floorNumber,roomsCount,loggiasCount,balconiesCount,totalArea,livingArea,kitchenArea,decoration,hasFurniture,buildYear,floorsCount,materialType,passengerLiftsCount,cargoLiftsCount,demolishedInMoscowProgramm,priceTotal,currency,sale_terms,bargainAllowed,mortgageAllowed,utilities_price,utilities_in_price,utilities_flow_not_in_price,agent_reward_currency,agent_reward_payment_type,agent_reward_price,agentFee,deposit,title,description,isAuction,cian_price_range,photo_url_list,search_alias,search_page_load_dttm
short_rent,https://www.cian.ru/rent/flat/289626815/,2023-07-05T14:10:27.083,agency,,False,"Россия, Москва, Пресненская набережная, 12",55.749628,37.537425,77,1.0,,,81.0,,,,,,95,,1.0,,,18880,rur,,,,0.0,False,True,,,,,10000.0,,"За 18880 RUB в день сдаётся квартира общей площадью 81 кв.м. Квартира расположена на 77 этаже 95-этажного дома по адресу Россия, Москва, Пресненская набережная, 12.
Необходим залог.",False,,"['https://images.cdn-cian.ru/images/2120116604-1.jpg', 'https://images.cdn-cian.ru/images/2120117662-1.jpg', 'https://images.cdn-cian.ru/images/2120118739-1.jpg', 'https://images.cdn-cian.ru/images/2120119753-1.jpg', 'https://images.cdn-cian.ru/images/2120120942-1.jpg', 'https://images.cdn-cian.ru/images/2120121962-1.jpg', 'https://images.cdn-cian.ru/images/2120122999-1.jpg', 'https://images.cdn-cian.ru/images/2120123869-1.jpg', 'https://images.cdn-cian.ru/images/2120124732-1.jpg', 'https://images.cdn-cian.ru/images/2120125736-1.jpg', 'https://images.cdn-cian.ru/images/2120126752-1.jpg', 'https://images.cdn-cian.ru/images/2120127624-1.jpg', 'https://images.cdn-cian.ru/images/2120128591-1.jpg']",district%5B5%5D=18,2025-03-02 18:22
short_rent,https://www.cian.ru/rent/flat/289581090/,2023-07-05T13:32:04.307,agency,,False,"Россия, Москва, Пресненская набережная, 12",55.749628,37.537425,75,1.0,,,55.0,,,,,,95,,1.0,,,18880,rur,,,,0.0,False,True,,,,,10000.0,,"За 18880 RUB в день сдаётся квартира общей площадью 55 кв.м. Квартира расположена на 75 этаже 95-этажного дома по адресу Россия, Москва, Пресненская набережная, 12.
Необходим залог.",False,,"['https://images.cdn-cian.ru/images/2121107009-1.jpg', 'https://images.cdn-cian.ru/images/2121107854-1.jpg', 'https://images.cdn-cian.ru/images/2121108777-1.jpg', 'https://images.cdn-cian.ru/images/2121109641-1.jpg', 'https://images.cdn-cian.ru/images/2121110549-1.jpg', 'https://images.cdn-cian.ru/images/2121111455-1.jpg', 'https://images.cdn-cian.ru/images/2121112337-1.jpg', 'https://images.cdn-cian.ru/images/2121113197-1.jpg', 'https://images.cdn-cian.ru/images/2122348124-1.jpg', 'https://images.cdn-cian.ru/images/2121115152-1.jpg', 'https://images.cdn-cian.ru/images/2121116029-1.jpg', 'https://images.cdn-cian.ru/images/2121116916-1.jpg', 'https://images.cdn-cian.ru/images/2121117837-1.jpg', 'https://images.cdn-cian.ru/images/2121118682-1.jpg']",district%5B5%5D=18,2025-03-02 18:22
short_rent,https://www.cian.ru/rent/flat/307168494/,2024-09-10T20:50:54.937,agency,True,False,"Москва, наб. Пресненская, 12",55.749628,37.537425,1,1.0,,,55.0,,,,True,,1,,,,,18876,rur,,,,0.0,True,,,,,,10000.0,,"""InPremium"" апартаменты премиум класса в Москва Сити.

Они отлично подойдут как для романтических встреч, семейного отдыха, так и для организации различного рода мероприятий. 

В апартаментах сделан стильный дизайнерский ремонт. Из апартаментов открывается красивый панорамный вид на город.

В апартаментах предусмотрено всё для комфортного проживания гостей. Предусмотрена новая комфортабельная мебель и техника, предусмотрен кондиционер, высокоскоростной Интернет Wi-fi, халат и тапочки.

Апартаменты располагаются в Москва Сити. Рядом множество кафе и ресторанов, магазинов, фитнес-клубы, бассейн. В шаговой доступности станции метро. Расстояние до аэропорта Внуково составит 30 км.
Квартира класса люкс на 75 этаже для комфортного проживания и отдыха. Вмещает в себя до 3 человек. В квартире сделан стильный дизайнерский ремонт. Из апартаментов открывается красивый панорамный вид на город.

В апартаментах предусмотрено всё для комфортного проживания гостей. Предусмотрена новая комфортабельная мебель и техника, предусмотрен кондиционер, высокоскоростной Интернет Wi-fi, халат и тапочки.

В данном номере 2 основных спальных места + 3 дополнительных: одноместный диван и надувная двухместная кровать.",False,,"['https://images.cdn-cian.ru/images/2264669164-1.jpg', 'https://images.cdn-cian.ru/images/2264665747-1.jpg', 'https://images.cdn-cian.ru/images/2264666672-1.jpg', 'https://images.cdn-cian.ru/images/2264667486-1.jpg', 'https://images.cdn-cian.ru/images/2264668247-1.jpg', 'https://images.cdn-cian.ru/images/2264670028-1.jpg', 'https://images.cdn-cian.ru/images/2264670901-1.jpg', 'https://images.cdn-cian.ru/images/2264671814-1.jpg', 'https://images.cdn-cian.ru/images/2264672855-1.jpg', 'https://images.cdn-cian.ru/images/2264673814-1.jpg', 'https://images.cdn-cian.ru/images/2264674741-1.jpg']",district%5B5%5D=18,2025-03-02 18:22
short_rent,https://www.cian.ru/rent/flat/312846556/,2025-01-27T09:21:35.43,agency,,False,"Москва, 1-й Красногвардейский проезд, 22с1",55.751138,37.533742,41,1.0,,,50.0,,,,,,68,foamConcreteBlock,1.0,,,18750,rur,,,,0.0,True,,,,,,,,"Уютная светлая студия на 41 этаже башни Neva Towers. Отделка сделана с любовью и чувством стиля и вкуса: минимализм в декоре, дорогие стройматериалы и мебель. Подойдут для романтических встреч со второй половиной, а также размещения на время командировки! Отчетные документы предоставляем по запросу.

В наличии предметы первой необходимости, мягкие халаты, полотенца, предметы гигиены, чай/кофе и всевозможная посуда.

Почувствуйте себя жителем Москвы Сити и ощутите весь кайф пробуждения с видом на Москву и превосходные небоскребы! На 4-ом этаже башни — кафе, фитнес, бассейн, салон красоты, зона для загара с бесплатными лежаками и много чего ещё.

Если вы путешествуете на автомобиле, доступен подземный гостевой паркинг за 3 500 руб/сутки.

Мы — команда, которая делает отдых незабываемым и знает что такое сервис!",False,,"['https://images.cdn-cian.ru/images/2383708872-1.jpg', 'https://images.cdn-cian.ru/images/2383708882-1.jpg', 'https://images.cdn-cian.ru/images/2383708899-1.jpg', 'https://images.cdn-cian.ru/images/2383708908-1.jpg', 'https://images.cdn-cian.ru/images/2383708926-1.jpg', 'https://images.cdn-cian.ru/images/2383708942-1.jpg', 'https://images.cdn-cian.ru/images/2383708959-1.jpg', 'https://images.cdn-cian.ru/images/2383708980-1.jpg', 'https://images.cdn-cian.ru/images/2383708993-1.jpg', 'https://images.cdn-cian.ru/images/2383709007-1.jpg', 'https://images.cdn-cian.ru/images/2383709020-1.jpg', 'https://images.cdn-cian.ru/images/2383709031-1.jpg', 'https://images.cdn-cian.ru/images/2383709046-1.jpg', 'https://images.cdn-cian.ru/images/2383709064-1.jpg', 'https://images.cdn-cian.ru/images/2383709087-1.jpg', 'https://images.cdn-cian.ru/images/2383709094-1.jpg', 'https://images.cdn-cian.ru/images/2383709123-1.jpg', 'https://images.cdn-cian.ru/images/2383709141-1.jpg', 'https://images.cdn-cian.ru/images/2383709158-1.jpg', 'https://images.cdn-cian.ru/images/2383709171-1.jpg', 'https://images.cdn-cian.ru/images/2383709182-1.jpg']",district%5B5%5D=18,2025-03-02 18:22
short_rent,https://www.cian.ru/rent/flat/314230319/,2025-02-27T05:18:57.43,agency,,False,"1-й Красногвардейский проезд, д.22с1, Москва",55.751138,37.533742,1,1.0,,,55.0,,,,True,,1,,,,,18902,rur,,,,0.0,True,,,,,,,,"Выбор туристов, которые хотят везде чувствовать себя как дома — апартаменты ""Апартаменты Москва Сити роскошная студия 51 этаж"" расположены в Москве. Эти апартаменты находятся в 5 км от центра города. Рядом с апартаментами — Международная, Москва-Сити и Музей-панорама ""Бородинская битва"".
Скоротать вечер или приятно провести время перед сном в уютной атмосфере можно в баре. Попробовать новые блюда и отдохнуть можно в ресторане. Хотите оставаться на связи? В апартаментах есть Wi-Fi. Специально для автопутешественников организована парковка.
Гостям также доступны следующие услуги: массажный кабинет, сауна, солярий, спа-центр, баня и хамам. Любителям спорта подготовили фитнес-центр, тренажёрный зал и йога. Любители водных процедур оценят бассейн. Берите питомца с собой. В апартаментах возможно размещение с домашним любимцем.
Чтобы путешествие было не только приятным, но и удобным, гости могут заказать трансфер. Доступная среда: работает лифт. А ещё в распоряжении гостей банк, банкомат и гладильные услуги. Сотрудники апартаментов поддержат беседу на английском и русском.
Чтобы вы могли отдохнуть после долгого дня, в номере есть телевизор. Оснащение зависит от выбранной категории номера.",False,,"['https://images.cdn-cian.ru/images/2413345510-1.jpg', 'https://images.cdn-cian.ru/images/2413345497-1.jpg', 'https://images.cdn-cian.ru/images/2413345504-1.jpg', 'https://images.cdn-cian.ru/images/2413345517-1.jpg', 'https://images.cdn-cian.ru/images/2413345523-1.jpg', 'https://images.cdn-cian.ru/images/2413345529-1.jpg', 'https://images.cdn-cian.ru/images/2413345536-1.jpg', 'https://images.cdn-cian.ru/images/2413345541-1.jpg', 'https://images.cdn-cian.ru/images/2413345546-1.jpg', 'https://images.cdn-cian.ru/images/2413345553-1.jpg', 'https://images.cdn-cian.ru/images/2413345561-1.jpg', 'https://images.cdn-cian.ru/images/2413345570-1.jpg', 'https://images.cdn-cian.ru/images/2413345578-1.jpg', 'https://images.cdn-cian.ru/images/2413345586-1.jpg', 'https://images.cdn-cian.ru/images/2413345594-1.jpg', 'https://images.cdn-cian.ru/images/2413345604-1.jpg', 'https://images.cdn-cian.ru/images/2413345611-1.jpg', 'https://images.cdn-cian.ru/images/2413345620-1.jpg', 'https://images.cdn-cian.ru/images/2413345627-1.jpg', 'https://images.cdn-cian.ru/images/2413345637-1.jpg', 'https://images.cdn-cian.ru/images/2413345646-1.jpg', 'https://images.cdn-cian.ru/images/2413345652-1.jpg', 'https://images.cdn-cian.ru/images/2413345661-1.jpg', 'https://images.cdn-cian.ru/images/2413345670-1.jpg', 'https://images.cdn-cian.ru/images/2413345680-1.jpg', 'https://images.cdn-cian.ru/images/2413345686-1.jpg', 'https://images.cdn-cian.ru/images/2413345692-1.jpg', 'https://images.cdn-cian.ru/images/2413345699-1.jpg']",district%5B5%5D=18,2025-03-02 18:22
short_rent,https://www.cian.ru/rent/flat/289590389/,2023-07-05T13:39:48.057,agency,,False,"Россия, Москва, Пресненская набережная, 8с1",55.747115,37.539078,48,1.0,,,70.0,,,,,,71,,1.0,,,19000,rur,,,,0.0,False,True,,,,,10000.0,,"Современные и модные апартамент с панорамными окнами и захватывающим видом на Москву, не оставит Вас равнодушными. Ведь Вы попадёте в самое сердце деловой Москвы. Апартаменты расположены в БЦ ""Город Столиц"" Башня Санкт-Петербург, рядом расположен Конгресс центр Экспоцентр. Множество магазинов и бутиков! Неподалёку расположен мост Багратион, речные прогулки на теплоходе. Безупречная входная группа с круглосуточной охраной, видеонаблюдением и ресепшн. Развитая инфраструктура: кафе, рестораны, банки и т.д. Подземный паркинг, правда за отдельные деньги
Номер идеально подходит для семей с детьми по спальным местам  раскладывающийся диван на одного  и кровать 180х160. Так же есть своя мини-кухня с микроволновой печью, чайником, кофе-машиной ,стиральной машинкой и вся необходимая посуда для проживания гостей. Номер комплектуется средствами личной гигиены щетки, шампунь, гель, халаты, полотенца, постельное белье.
Номер с гидромассажной ванной у окна!
В башне действует пропускная система.",False,,"['https://images.cdn-cian.ru/images/2120657287-1.jpg', 'https://images.cdn-cian.ru/images/2120658192-1.jpg', 'https://images.cdn-cian.ru/images/2120659088-1.jpg', 'https://images.cdn-cian.ru/images/2120659872-1.jpg', 'https://images.cdn-cian.ru/images/2120660661-1.jpg', 'https://images.cdn-cian.ru/images/2120661402-1.jpg', 'https://images.cdn-cian.ru/images/2120662092-1.jpg', 'https://images.cdn-cian.ru/images/2120662824-1.jpg', 'https://images.cdn-cian.ru/images/2121529423-1.jpg', 'https://images.cdn-cian.ru/images/2120664275-1.jpg', 'https://images.cdn-cian.ru/images/2120665054-1.jpg', 'https://images.cdn-cian.ru/images/2120665822-1.jpg', 'https://images.cdn-cian.ru/images/2120666552-1.jpg']",district%5B5%5D=18,2025-03-02 18:22
short_rent,https://www.cian.ru/rent/flat/289656660/,2023-07-05T14:40:47.3,agency,,False,"Россия, Москва, Пресненская набережная, 12",55.749628,37.537425,75,1.0,,,55.0,,,,,,95,,1.0,,,18900,rur,,,,0.0,False,True,,,,,20000.0,,"Добро пожаловать! 
В апартамент авторского дизайна в самой престижной башне ""Федерация Восток"" комплекса Москва-Сити с высокоскоростными лифтами и сервисом. 
Оригинальность апартаментов в панорамном виде с высоты 75 этажа на Москву, откуда открываются потрясающие виды на Москву и небесные просторы, которые не менее обворожительны в любое время суток. 
И не менее важная особенность в созданной романтической атмосфере для встреч. 
Мы особо заботимся о чистоте и порядке, предоставляя гарантию. 
Максимальный комфорт и удовольствие, продуманный дизайн с мебелью индивидуального исполнения и luxury брендов (Minotti, Corte, Zari, Tonin Casa). 
Спальная система Ergomotion, позволяющая принять любое положение кровати, а королевский ортопедический матрас Serta Parker с белоснежным бельём и подушками из натурального гусиного пуха помогут вам максимально эффективно расслабиться. Кровать снабжена функцией массажа ног и плеч. Вся система регулируется с пульта! 
Расслабившись в такой кровати, получите ещё больше впечатлений от просмотра или прослушивания ваших любимых исполнителей с телевизором 75 дюймов от Sony или акустической колонкой Marshall. 
В дополнение ко всему включайте ультразвуковой аромадиффузор с цветной подсветкой, который наполнит стелящейся дымкой романтический вечер. 
Бесплатный высокоскоростной интернет позволит быть всегда на связи. 
На кухне для готовки и трапезы премиальная посуда, тарелки, чашки, столовые приборы, полотенца. 
К вашим услугам чистая вода благодаря фильтрам глубокой очистки. 
Посудомойка сэкономит вам время (2-3 таблетки для мытья имеются). 
В душевой комнате вас ждут премиальные косметические принадлежности фирмы Sargan (гель, шампунь, кондиционер и лосьон для тела). Окончив приятный душ, ощутите мягкость наших нежнейших белоснежных полотенец. После чего, надев махровый халат и удобные тапочки, можно присесть за стол, чтобы выпить чашечку чая на выбор или кофе от кофемашины фирмы Jura. 
В душевой также к вашим услугам полотенца, гель для рук, мыло, зубной набор, набор для бритья. Для детей специальный набор. Фен также присутствует. 
Для стиральной машины с сушкой есть соответствующая капсула, утюг и гладильная доска тоже имеются. 
Для вашего удобства дверь имеет электронный замок и открывается по коду. По желанию доступен платный room service. 
До метро ""Деловой центр"" 1 минута, до ТРЦ ""Афимолл"" 1 минута. 
До центра столицы 15-20 минут, до Шереметьево 45 минут. 
Парковка платная в ТРЦ ""Афимолл""! 

Выезд до 11:00, заезд после 14:00. 
В башне ""Федерация Восток"" строгая пропускная система, для получения пропуска обязательно иметь при себе паспорт или водительское удостоверение! 
Удалённое заселение. 
У нас категорически запрещено курить!!! Шуметь не позже 23:00. 
Будем рады вас принять!",False,,"['https://images.cdn-cian.ru/images/2122969281-1.jpg', 'https://images.cdn-cian.ru/images/2122969320-1.jpg', 'https://images.cdn-cian.ru/images/2122969367-1.jpg', 'https://images.cdn-cian.ru/images/2122969436-1.jpg', 'https://images.cdn-cian.ru/images/2124359479-1.jpg', 'https://images.cdn-cian.ru/images/2122969517-1.jpg', 'https://images.cdn-cian.ru/images/2122969539-1.jpg', 'https://images.cdn-cian.ru/images/2122969590-1.jpg', 'https://images.cdn-cian.ru/images/2122969628-1.jpg', 'https://images.cdn-cian.ru/images/2122969682-1.jpg', 'https://images.cdn-cian.ru/images/2122969702-1.jpg', 'https://images.cdn-cian.ru/images/2122969731-1.jpg', 'https://images.cdn-cian.ru/images/2122969775-1.jpg', 'https://images.cdn-cian.ru/images/2122969819-1.jpg', 'https://images.cdn-cian.ru/images/2122969848-1.jpg', 'https://images.cdn-cian.ru/images/2122969957-1.jpg', 'https://images.cdn-cian.ru/images/2122970015-1.jpg', 'https://images.cdn-cian.ru/images/2122970082-1.jpg', 'https://images.cdn-cian.ru/images/2122970210-1.jpg', 'https://images.cdn-cian.ru/images/2122970375-1.jpg', 'https://images.cdn-cian.ru/images/2122970493-1.jpg', 'https://images.cdn-cian.ru/images/2122970655-1.jpg', 'https://images.cdn-cian.ru/images/2122970740-1.jpg', 'https://images.cdn-cian.ru/images/2122970922-1.jpg', 'https://images.cdn-cian.ru/images/2123832378-1.jpg', 'https://images.cdn-cian.ru/images/2122971203-1.jpg']",district%5B5%5D=18,2025-03-02 18:22
short_rent,https://www.cian.ru/rent/flat/314070632/,2025-02-24T00:40:35.997,agency,,False,"Россия, Москва, 1-й Красногвардейский проезд, 22с1",55.751138,37.533742,31,1.0,,,58.0,,,,,,69,,1.0,,,19000,rur,,,,0.0,False,True,,,,,10000.0,,"Квартира в москва -сити в башне нева тауер 1 на 31 этаже/ хочешь быть ближе к небу? Приезжай к нам! Выше только любовь! 

Простор и спокойствие в сердце города, который никогда не спит. Атмосфера домашнего уюта, новая мебель и спокойный дизайн идеальны в сочетании. Оцени город с высоты птичьего полета. Потрясающий панорамный вид на завораживающие закаты, праздничные салюты, на движущийся город москва. Открытый обзор на горизонт увлечет ваш взор, и не оставит равнодушным. Вы захотите вновь и вновь возвращаться в наш уютный апартамент. 
Световые элементы на потолке создают необычную атмосферу уюта и теплоты. 
Атмосфера для романтического вечера 

Заселение с 15: 00
Выезд в 12: 00",False,,"['https://images.cdn-cian.ru/images/2410137743-1.jpg', 'https://images.cdn-cian.ru/images/2410137757-1.jpg', 'https://images.cdn-cian.ru/images/2410137768-1.jpg', 'https://images.cdn-cian.ru/images/2410137774-1.jpg', 'https://images.cdn-cian.ru/images/2410137785-1.jpg']",district%5B5%5D=18,2025-03-02 18:22
short_rent,https://www.cian.ru/rent/flat/310743192/,2024-12-02T20:28:48.87,agency,True,False,"Москва, наб. Пресненская, 6 с2",55.748179,37.540245,1,1.0,,,60.0,,,,True,,1,,,,,18912,rur,,,,0.0,True,,,,,,0.0,,"Апартаменты ""Sky Apartments"" расположены в Москва-Сити в Башне ""Империя"" и оборудованы всем необходимым для комфортного проживания гостей.

Потрясающий вид на простирающийся вдаль город, комфортабельная обстановка и качественный сервис. Все номера имеют уникальный дизайн, созданный с вниманием до мелочей. Гостям также доступны бесплатный Wi-Fi, караоке, playstation 4, обслуживание номеров и мини-бар.

Кухня полностью оснащена для самостоятельного приготовления пищи. Гостям предлагается возможность заказа завтрака в индивидуальных боксах, а также есть ресторан на территории комплекса.

Рядом находятся станции метро ""Выставочная"", ""Международная"" и ""Деловой центр"", а также торговый центр ""Афимолл"", музей ""Москва-Сити"" и множество смотровых площадок. Расстояние до аэропорта Внуково — 22,4 км, до Киевского железнодорожного вокзала — 1,7 км. 
Уютная космическая студия в башне - ""Империя"". Апартаменты площадью 60 м2 на 57 этаже. Панорамные окна с потрясающим видом на столицу и небоскребы второй линии. Студийная спальная комната с гостиной зоной (диван не раскладывается) и кухней открытого типа, смарт ТВ, беспроводная акустика, планшет службы обслуживания номеров, гардеробная, ванная комната с душевой.",False,,"['https://images.cdn-cian.ru/images/2339442902-1.jpg', 'https://images.cdn-cian.ru/images/2339442860-1.jpg', 'https://images.cdn-cian.ru/images/2339442867-1.jpg', 'https://images.cdn-cian.ru/images/2339442875-1.jpg', 'https://images.cdn-cian.ru/images/2339442879-1.jpg', 'https://images.cdn-cian.ru/images/2339442895-1.jpg', 'https://images.cdn-cian.ru/images/2339442911-1.jpg', 'https://images.cdn-cian.ru/images/2339442925-1.jpg', 'https://images.cdn-cian.ru/images/2339442941-1.jpg']",district%5B5%5D=18,2025-03-02 18:22
short_rent,https://www.cian.ru/rent/flat/309747151/,2024-11-11T10:01:46.89,agency,,False,"Россия, Москва, 1-й Красногвардейский проезд, 22с1",55.751138,37.533742,50,1.0,,,51.0,,,,,,79,,1.0,,,18900,rur,,,,0.0,False,True,,,,,10000.0,,"Сдаются эксклюзивные апартаменты в ЖК Нева Тауэрс на 50 этаже.

Уникальная особенность комплекса  собственный парк с бассейном на крыше и большой сквер на внутренней закрытой территории.

 Квартира расположена на 50 этаже с потрясающим панорамным видом из окна на башни, Белый дом, Москва-реку, поклонную гору, а так же на Западную часть Москвы, что позволяет любоваться невероятно красивым закатом в ясную погоду. 

В апартаментах большая кухня-гостиная с мягким диваном и парящей кроватью с подсветкой, с режимами переключения разных цветов, встроенной бытовой техникой и авторскими элементами декора. 

Установлен электро карниз для штор. Для вашего удобства шторы открываются и закрываются с пульта. Также имеется теплая подсветка штор включение с кровати. На потолке установлены световые линии очень красивая подсветка помещения. 

Заселяться можно с детьми!

В апартаменте находится все необходимое для комфортного проживания: стиральная и посудомоечная машины, кондиционер, кухонная плита, СВЧ-печь, холодильник, полный комплект посуды и кухонных наборов, телевизор и музыкальный центр, косметические принадлежности для ванной, зубные наборы, фен, халаты, тапочки и полотенца,  качественное постельное белье, утюг и гладильная доска, интернет WI-FI. 

На 4-м этаже комплекса присутствует свой приватный парк с зелеными насаждениями и лавочками, а также с бассейном  джакузи на улице. 

Очень красивая локация для неповторимых Фотографий! 

Также В ЖК есть фитнес клуб с панорамным бассейном и бар с кинотеатром, где вы можете арендовать приватный зал для просмотра фильма для двоих. Доставка еды и продуктов до двери.

Дистанционное заселение. Стоит Система электронных замков. Открытие двери с помощью приложения через телефон.",False,,"['https://images.cdn-cian.ru/images/2319923300-1.jpg', 'https://images.cdn-cian.ru/images/2319923190-1.jpg', 'https://images.cdn-cian.ru/images/2319923219-1.jpg', 'https://images.cdn-cian.ru/images/2319923238-1.jpg', 'https://images.cdn-cian.ru/images/2319923248-1.jpg', 'https://images.cdn-cian.ru/images/2319923255-1.jpg', 'https://images.cdn-cian.ru/images/2319923270-1.jpg', 'https://images.cdn-cian.ru/images/2319923281-1.jpg', 'https://images.cdn-cian.ru/images/2319923339-1.jpg', 'https://images.cdn-cian.ru/images/2319923348-1.jpg', 'https://images.cdn-cian.ru/images/2319923363-1.jpg', 'https://images.cdn-cian.ru/images/2319923375-1.jpg', 'https://images.cdn-cian.ru/images/2319923391-1.jpg', 'https://images.cdn-cian.ru/images/2319923404-1.jpg', 'https://images.cdn-cian.ru/images/2319923422-1.jpg', 'https://images.cdn-cian.ru/images/2319923437-1.jpg', 'https://images.cdn-cian.ru/images/2319923452-1.jpg', 'https://images.cdn-cian.ru/images/2319923476-1.jpg', 'https://images.cdn-cian.ru/images/2319923491-1.jpg']",district%5B5%5D=18,2025-03-02 18:22
short_rent,https://www.cian.ru/rent/flat/311058870/,2024-12-09T21:36:17.377,agency,,False,"1-й Красногвардейский проезд, д.21с1, Москва",55.750028,37.534397,1,1.0,,,55.0,,,,True,,1,,,,,19232,rur,,,,0.0,True,,,,,,,,"Выбор туристов, путешествующих с семьёй: апартаменты ""Апартаменты 1-комнатные"" расположены в Москве. Эти апартаменты находятся в 5 км от центра города. Рядом с апартаментами можно прогуляться. Неподалёку: Международная, Москва-Сити и Музей-панорама ""Бородинская битва"".",False,,"['https://images.cdn-cian.ru/images/2367945804-1.jpg', 'https://images.cdn-cian.ru/images/2367945807-1.jpg', 'https://images.cdn-cian.ru/images/2367945809-1.jpg', 'https://images.cdn-cian.ru/images/2367945810-1.jpg', 'https://images.cdn-cian.ru/images/2367945813-1.jpg', 'https://images.cdn-cian.ru/images/2367945817-1.jpg', 'https://images.cdn-cian.ru/images/2367945819-1.jpg', 'https://images.cdn-cian.ru/images/2367945822-1.jpg', 'https://images.cdn-cian.ru/images/2367945826-1.jpg', 'https://images.cdn-cian.ru/images/2367945831-1.jpg', 'https://images.cdn-cian.ru/images/2367945835-1.jpg', 'https://images.cdn-cian.ru/images/2367945839-1.jpg', 'https://images.cdn-cian.ru/images/2367945842-1.jpg', 'https://images.cdn-cian.ru/images/2367945851-1.jpg', 'https://images.cdn-cian.ru/images/2367945858-1.jpg', 'https://images.cdn-cian.ru/images/2367945863-1.jpg', 'https://images.cdn-cian.ru/images/2367945869-1.jpg', 'https://images.cdn-cian.ru/images/2367945877-1.jpg']",district%5B5%5D=18,2025-03-02 18:22
short_rent,https://www.cian.ru/rent/flat/310113104/,2024-11-19T08:31:40.043,agency,True,False,"Москва, пр-зд 1-й Красногвардейский 21с2",55.74938,37.534092,1,1.0,,,50.0,,,,True,,1,,,,,19455,rur,,,,0.0,True,,,,,,10000.0,,"Большая и роскошная квартира в башне Москва - Сити Око. 

В пешей доступности много магазинов, кафе, рестораны, фитнес центры, метро, набережная, достопримечательности.

B квapтиpe ecть все необходимое для комфортного проживания: высокие потолки, спальные места, телевизор, wi fi, кондиционер, постельное белье, полотенца, гигиенические средства, оборудованная кухня, посуда для приготовления и сервировки, санузел.
Однокомнатные апартаменты",False,,"['https://images.cdn-cian.ru/images/2327219887-1.jpg', 'https://images.cdn-cian.ru/images/2327219684-1.jpg', 'https://images.cdn-cian.ru/images/2327219973-1.jpg', 'https://images.cdn-cian.ru/images/2327220259-1.jpg', 'https://images.cdn-cian.ru/images/2327220332-1.jpg']",district%5B5%5D=18,2025-03-02 18:22
short_rent,https://www.cian.ru/rent/flat/298077574/,2024-02-03T05:43:01.457,agency,,False,"Россия, Москва, 1-й Красногвардейский проезд, 22с1",55.751138,37.533742,62,1.0,,,55.0,,,,,,75,,,,,19200,rur,,,,0.0,False,True,,,,,10000.0,,"Добро пожаловать в 'Sky Suite Studio 2' на 62-м этаже ""Нева Тауэрс""! 

Откройте для себя непревзойденный комфорт и стиль в сердце Москва Сити.

Наша просторная бизнес-студия, идеально подходящая для романтического отдыха или деловой поездки, ждет вас высоко над городской суетой.

 Уникальные Особенности 'Sky Suite Studio 2':
 Спальная комната с кухней: отдыхайте и вдохновляйтесь в просторной спальне, совмещенной с полностью оборудованной кухней  начните день с ароматного кофе напрямую из кофемашины.
 Гардеробная: разместите свои вещи с легкостью и порядком в большой гардеробной.
 Ванная комната: полное расслабление в ванной комнате с современной стиральной машиной для вашего удобства.
Техника: Смарт ТВ 75"" и беспроводная акустика для киновечеров и музыкальных сессий.

 Стоимость и бронирование:
Стоимость указана для будних дней и с повышенным тарифом на выходные. 

 Сервис 'Скай-Апартаменты':
Получите круглосуточный сервис:

 Онлайн бронирование и безопасная оплата картой
 Гибкая отмена бронирования без штрафов
 Рум-сервис и техническое сопровождение
 Профессиональная уборка и собственная прачечная
 Романтический вечер на высоте:

Окунитесь в атмосферу любви и уюта  свечи, лепестки, шампанское и потрясающий вид на Москву сделают ваш вечер незабываемым.

Дополнительная гостеприимность: Тарифом предусмотрено комфортное проживание для 2 гостей с возможностью приглашения гостей до +2 человек, 
 Выбирая 'Скай-Апартаменты', вы гарантируете себе:
Исключение любых проблем, связанных с арендой, благодаря нашему профессиональному подходу и качественному сервису.

Дополнительная информация - при размещении (до 3х дней), взимается депозит 10 000 на услуги сервиса (невозвратный), за счёт которого, вы сможете свободно воспользоваться мини-баром, заказать дополнительные закуски, завтраки, романтическое оформление и услуги консьерж-сервиса (подробности Вы можете уточнить в отделе бронирования).

 Забронируйте ваше пребывание в 'Sky Suite Studio 2' сегодня и откройте для себя вершину комфорта и роскоши!",False,,"['https://images.cdn-cian.ru/images/2120346810-1.jpg', 'https://images.cdn-cian.ru/images/2120344232-1.jpg', 'https://images.cdn-cian.ru/images/2120345135-1.jpg', 'https://images.cdn-cian.ru/images/2120348344-1.jpg', 'https://images.cdn-cian.ru/images/2120349256-1.jpg', 'https://images.cdn-cian.ru/images/2120350131-1.jpg', 'https://images.cdn-cian.ru/images/2120351225-1.jpg', 'https://images.cdn-cian.ru/images/2120352714-1.jpg', 'https://images.cdn-cian.ru/images/2120354014-1.jpg', 'https://images.cdn-cian.ru/images/2120355347-1.jpg', 'https://images.cdn-cian.ru/images/2120356373-1.jpg']",district%5B5%5D=18,2025-03-02 18:22
